-1.918750000000002842e+00,-1.571419342645774098e+00,3.034947526871618617e-01,1.028879238381175398e-01
-1.968750000000000000e+00,6.003614300282849037e-01,7.026887238406701597e-01,6.434380157240335851e-01
1.231250000000002842e+00,2.975366570148604062e+00,5.731004924031846137e-01,3.476990375822009982e-01
-3.818749999999994316e+00,-1.783595302297054985e+00,2.669989372498249303e-02,1.228006546163380036e-02
6.812500000000056843e-01,-1.914033238008562288e-01,-1.282613134148807288e-01,-8.007195910806916839e-01
-1.718750000000000000e+00,-9.976194025395286324e-01,4.428723749369178897e-01,1.007550210663074597e-01
1.681250000000005684e+00,1.032708375432473291e+00,4.205635444391628841e-01,-1.363859874091012392e-01
1.481250000000002842e+00,1.161620094290375160e+00,2.436119998440656742e-01,-2.543276610471332244e-01
1.031250000000000000e+00,3.532513895341838905e-01,7.577676249919857998e-01,2.326385013534094659e-01
8.124999999999715783e-02,8.184194422927757451e-01,4.652860279439563485e-02,-5.085874573146331734e-02
7.812500000000000000e-01,2.257005904194650636e+00,2.478671665914604638e-01,5.307805748871555207e-02
1.481250000000002842e+00,3.932982834564902941e+00,3.370008165631075414e-01,2.415655836084635855e-01
-1.718750000000000000e+00,-1.545227722001491166e+00,8.959749575184750015e-03,-1.100329325946012432e-01
1.431250000000005684e+00,9.459684885834587220e-01,7.869566448208048515e-01,4.195973796253926746e-01
1.531250000000000000e+00,1.129993517952988524e+00,3.187347130933319006e-01,1.448502370174517551e-01
-1.818749999999994316e+00,-9.501828454399234847e-01,-4.544618039066844473e-01,-1.148389817976738780e-01
1.381249999999994316e+00,1.910771274601206215e+00,1.866720235194199162e-01,2.864273731331400397e-01
-6.874999999999431566e-02,2.436712770597702082e-01,1.902866783659386829e-01,-3.620882314910485178e-01
-1.687500000000028422e-01,8.828165397860016084e-02,-1.876846369962762440e-01,2.734884517781127622e-02
3.125000000000000000e-02,3.246072850739617488e-02,-4.976854166768356902e-01,-3.067106422257636078e-01
-3.687500000000056843e-01,-2.604549628133400185e-01,-3.827138049249749763e-01,-1.390085891328766698e-01
1.431250000000005684e+00,9.637867079263975345e-01,7.075005060067618423e-02,-7.720920250488452763e-02
-1.218750000000000000e+00,-1.317839750600472648e+00,-3.528995508947432302e-01,-1.194061143256438806e-01
-2.518749999999997158e+00,-1.709639273313298791e+00,-4.022795417714750688e-01,2.399640393533918337e-01
-2.618750000000005684e+00,-1.540427407360881462e+00,-8.986606150519627079e-02,3.578449138528383977e-01
-2.718750000000000000e+00,-1.789926823157637514e+00,-2.363668662252147445e-01,2.444780630377894615e-01
8.812499999999943157e-01,3.722805101005387529e-01,-2.624808889975882575e-02,-2.928350377870370808e-02
-1.968750000000000000e+00,-1.835107028867528189e+00,-1.639158341928124152e-01,-9.094527132676222259e-03
1.181250000000005684e+00,5.744430887540662445e-01,1.779717889450316837e-01,1.229157471368684806e-01
9.812500000000028422e-01,1.357611763595651944e+00,-2.071884522422589026e-01,-3.221041496695958850e-02
1.181250000000005684e+00,7.468144607228789367e-01,-5.689787848306493423e-02,3.240804856701226533e-02
1.131249999999994316e+00,4.654901887801932148e-03,-5.565145270459141008e-02,-4.841146608418084862e-01
9.812500000000028422e-01,5.027582367350819093e-01,3.459912896040869268e-01,-9.932374704993623959e-02
-1.918750000000002842e+00,-1.234326485699693166e+00,-1.019391518021515175e-01,1.163945356025675448e-01
1.281250000000000000e+00,7.311267265723486730e-02,-1.079869798010278104e-01,-2.117933821185653542e-01
1.031250000000000000e+00,-2.420053535136821310e-01,-1.034916417782790754e+00,-4.144935650434767860e-01
7.812500000000000000e-01,-4.046890984369686528e-01,-1.020266722502573442e+00,-4.491494820753514361e-01
1.631249999999994316e+00,1.079084434240413337e+00,-7.669771475972420038e-01,-1.674248089384484661e-01
1.231250000000002842e+00,-1.016194695916095014e-01,-6.611323679721829993e-01,-1.032927733379493951e-01
1.481250000000002842e+00,-1.354733252980233615e-01,-7.827011027208002902e-01,-1.116991478751822031e-01
3.812499999999943157e-01,-7.261059351107579385e-01,4.873256357453927823e-01,2.309885866257588294e-01
1.131249999999994316e+00,1.554572684061449328e-01,4.380873699703605184e-01,8.139179062835005807e-02
-2.118750000000005684e+00,-1.847217515332812310e+00,3.492934977168189459e-01,1.160284168417763107e-01
-2.518749999999997158e+00,-2.029277783294377357e+00,4.374408244402503421e-01,3.685629994498884066e-01
-1.874999999999715783e-02,-3.813338237825741883e-02,-2.992284718364979224e-01,-1.041233214688783715e-01
-6.187500000000056843e-01,-1.228242411204657047e+00,-1.848047450661054469e-01,-1.984048026469620307e-01
2.381249999999994316e+00,7.672201889707521705e-01,3.583149458799119724e-01,2.657386521917520228e-01
-1.187500000000056843e-01,-6.001532704680376806e-01,-5.690739517428899941e-02,9.671298225097377244e-02
