-7.275843716037982967e-02,-1.114477348522562444e-01,3.505980333730191606e-02,-4.557649031154899916e-02
-5.381745854616271085e-01,-6.082489399028468205e-03,1.035517178594317321e-02,-9.422219869645928744e-04
-3.653555860463959526e-01,1.427943357744076991e-01,3.939312895430915201e-02,-1.708840266751950922e-03
-4.263219271008824585e-01,-1.076066895612895480e-01,2.520135261452648330e-03,-2.989111042510058866e-02
1.828024410693114277e-01,-3.753256775364427131e-03,1.175246879818090118e-01,-1.016302702831566179e-01
-1.510616300312485616e-01,-8.562501400606445379e-02,5.979141993220770529e-02,-7.813099176581261851e-02
1.358557732750421410e-01,3.638681632696733753e-02,9.733736965702269317e-02,-2.947672865455643748e-02
6.695571472527528378e-02,5.456779217605152443e-02,8.702428867875205976e-02,-1.380832490264864015e-02
1.420263896949703619e-01,-2.404505799223216958e-02,9.177615690895707390e-02,-5.240327952587817834e-02
-1.544214292863611560e-01,4.588236113293769902e-02,1.702026449671461758e-02,-3.025916525364521700e-02
-3.091396942536512871e-01,1.194262509771338993e-01,3.404304776947286726e-02,5.901608423947513754e-02
-5.135862487249525099e-01,2.137506200808523826e-01,1.667909571192721305e-02,5.249647460025935741e-02
-3.634925248422432587e-02,-9.238325834454735874e-02,2.079620150214364985e-02,-1.049091476784880794e-01
1.016562275914660168e-01,9.451904941213725569e-03,6.420291704814638789e-02,6.096779805791961888e-03
8.405475853068145042e-02,4.822245264762507061e-02,3.038957133018446027e-02,2.645435567476594682e-02
-1.819464749124582725e-01,-2.946640986645860175e-02,-5.935545375158403358e-02,1.803128097615852576e-02
-1.109235236435354710e-01,1.024830719827812542e-01,-1.743411707052407514e-02,2.210648228145791275e-02
-6.544565926795156696e-02,3.173261439142228361e-03,9.653786872140222852e-02,-5.189645761292188686e-02
-5.384270305041931326e-02,1.640385450260705910e-02,-3.758113140620856357e-02,3.029088462587803399e-02
-2.536220519509878421e-04,3.151269019125182980e-02,-3.337642129659772888e-02,1.668111713596789197e-02
-2.268552312067041721e-02,7.267250831874420315e-03,-4.259205425342327267e-02,2.987639393295008373e-03
9.792368695641660847e-02,5.308345211480679227e-02,2.585865269680598377e-02,-2.243234192838470045e-02
2.075720999470945585e-02,-5.735750762809799230e-02,-4.080735443369928883e-02,-1.805063003325901166e-02
-1.694916089810770687e-01,-7.771144346296950112e-02,-1.122441034438873830e-01,2.960177692117067424e-02
-2.258858091963253378e-01,-8.622356440877332329e-02,-7.824588444003559295e-02,2.056101762660429884e-03
-1.945688389852310296e-01,-9.234595792323060937e-02,-8.403666391828361337e-02,-2.864400773470664185e-02
1.066183587981777980e-01,2.368914380823370497e-02,5.304956432116725859e-04,2.352860680222756268e-02
-2.799537993892554921e-02,-9.933813693926057953e-02,-2.705792524160259560e-02,-7.113468253572007016e-02
1.271132322631247091e-01,2.356685482691430605e-02,9.622075227443934245e-03,-8.882403589831323887e-02
-7.883984078668997142e-02,9.301409594474731313e-02,-3.058069164652120475e-02,-5.833586360832789669e-02
9.100507028521220843e-02,4.777387929413641487e-02,-1.560788462284719638e-02,-7.316549889918175231e-02
2.359978795870894264e-01,3.584701098172566030e-03,7.488197635517257478e-02,-1.740726055163831915e-02
1.002339187518490604e-01,9.318464883773967464e-03,7.782714924416604674e-02,-1.013256052016916903e-01
-1.433722713555884432e-01,-6.731081901427403424e-02,-3.815790412637226625e-02,-8.476638061230865051e-02
2.530792544550130585e-01,1.076483775936422881e-02,1.814211445984405605e-02,-2.309505859261811248e-02
2.667201056578846763e-01,4.713183514490142112e-02,-1.084305221701918204e-01,-2.690933608629319379e-02
2.484291943214874954e-01,3.659086674883788720e-02,-9.981344227812098679e-02,-1.033556574704995040e-01
1.156670243982277357e-01,1.097326977303702961e-01,-1.047830086562722696e-01,-2.524456638717238396e-02
2.792080039377768386e-01,3.325829450018757266e-02,-9.749292481141587363e-02,-8.090560242780184264e-02
3.386693917705350110e-01,3.847219982333109634e-02,-1.172701682729609812e-01,-3.448377214617123071e-02
2.319676812656352449e-01,-7.212821126405739858e-02,4.479970388725618841e-02,6.398291330949283651e-02
2.044079687178874116e-01,-1.679996150159702994e-02,6.233923807462367350e-02,1.692481822295160421e-01
-5.688032082498015868e-02,-1.305639429517151395e-01,4.076744499606690247e-02,1.489704002480638778e-01
-1.025340918426533438e-01,-1.466254918207964830e-01,1.203769090174066844e-02,1.024489856831080001e-02
4.060409235013047284e-03,1.551988775037769532e-02,-3.409828190410601340e-02,2.594154617368361615e-01
1.276757877872426727e-01,-6.202351597875022104e-02,2.376864969634782422e-03,1.439272984217351559e-01
3.381051574177175723e-01,2.430594725652911528e-02,1.617944248969496387e-02,1.611502925167067057e-01
1.008438180204399709e-01,-3.229135799876133028e-02,-2.684804027875178564e-02,1.524262975317910163e-01
