Psat,Temp
76.6749710187775,61.04073415540618
40.3152955506925,43.513929508173135
90.4347412260909,64.10641984285378
30.14967877404543,35.1710622407911
28.18630961913784,31.48770116734218
36.705508708728004,39.33925104276918
24.031859709920152,25.35772846013145
93.46871534369606,65.75015613954379
31.72743440839302,38.00540885262614
19.556182377757715,25.24047103341669
33.202158945594874,35.873106836684435
58.467391476388926,52.15180067514057
33.83967454460122,34.139792079196084
16.611413004540964,20.91040471994129
76.30212176602974,61.37506696880092
45.62946327530765,45.05207347219591
25.501874273965054,32.41472696079386
18.673087266912606,23.30167280610387
20.59862743852211,23.139647062710026
39.50049530500623,41.33394658153
32.18403779249514,36.00536280926569
62.42099305849046,54.478239297913184
11.997039867495344,14.226977939704684
77.79991494201548,60.8400061838309
49.56260258058536,50.79281407347443
15.566345340180487,18.199091313914785
81.72695949935537,61.5041313147212
14.934791152579661,21.990047480024497
44.058354602905254,46.440395305852725
42.0197749410137,42.58269901926329
12.835881284190185,19.739481521950193
6.840442311614142,10.33918408761073
68.45328157506923,56.28910882992455
64.6482527710097,55.88725337532039
33.15394149744687,35.26416114171292
9.23826563799868,13.408790858417944
43.66728561321171,45.14481971405367
16.848972791558452,20.44931466604188
62.266575417612216,53.7166396339786
40.9076882108143,42.05746299646175
20.544171438897322,25.18385726508476
89.03037731532118,65.0234048971351
63.90406426384472,55.49167178292497
85.35202617505007,63.22184393368079
11.458852721047572,14.127890266223
17.62624578777356,21.011691731670396
64.43773939064737,54.224359275195326
52.68123582217027,51.8028911589833
71.24724091767399,56.61957434236172
35.83959334795978,40.114205149224624
33.62446706644866,35.5298096801576
50.612808909188665,46.67422784645808
76.3923074829589,61.34631348170417
54.4488784774294,50.24782653881339
45.938150274281035,41.41552268266963
22.244249003204278,27.92892460642133
59.04065265652061,52.23814471907168
28.530135984332876,32.896652559332935
45.65085774289777,44.0610998680892
86.70991190302657,63.27165731867366
75.43220384545563,60.57695733971732
85.4842631125961,63.92791334993139
94.05505620031433,66.3401854867933
73.0417867910206,58.92610935632485
15.141760722794434,10.081469727161865
11.000354691905756,10.185441853447909
13.769182282363092,15.248128979125088
18.890004203744983,25.64364107225918
8.106338491764436,11.367920238456007
32.475110217362115,35.44508912835276
24.820712557341846,30.463898134553727
41.91947559557616,42.48123599846227
89.42170228844583,65.57014495498437
24.447223355262494,27.909966823554374
21.401687759665073,30.285087631076912
83.05095239892941,61.56880643240738
26.87142325488582,30.428698645925955
15.059735543294815,18.287224183005186
35.290916151529636,40.46793732115617
78.67487761759578,61.399388613501394
28.561581274821275,33.05881707295682
59.47099221181294,51.74145560972616
47.21664009657816,47.67425066743292
35.47581581669307,37.02328926111553
40.27293146444358,38.41707652593307
94.31708281796821,66.98238121021194
13.688529758250661,15.009853707359852
20.286989490770168,26.789735200012753
29.188989205158354,36.82043856008226
48.02014708491381,45.25427583971881
84.23184742697852,62.65804830487131
33.34884749101803,38.14603121374115
32.11407091372137,36.24510854210324
62.99869788183762,54.77109639849071
31.35076389855252,38.074627948464766
74.3671984814601,61.649641063472494
34.06674688353953,37.99072074288924
35.853500266425904,39.88626922736256
34.72352160033076,39.24583926492673
17.265692764101317,23.768126484881012
