x,y
-0.752759286915825,0.38072297967645957
2.704285838459497,4.835762590592975
1.3919636508684308,7.6348885095740755
0.5919509051822196,3.937666625407089
-2.0638881573453807,-11.191247522192569
-2.0640328779827843,-6.769303566785096
-2.6514983269908035,-14.517537778910043
2.1970568746496113,6.320401742270404
0.606690070459253,1.0975271970086093
1.2484354667762734,2.9800475532066852
-2.8764930342251853,-15.064348840476653
2.819459112971966,8.3250792334868
1.99465584480253,1.7892818052193156
-1.725965335930343,-5.183588162702295
-1.9090501967573963,-6.816288411459046
-1.899572940879397,-7.099032559406208
-1.1745465422427737,2.179333922967591
0.14853858979342682,3.0161035303149353
-0.4083298881473052,-1.2880740355568057
-1.2526251588117485,0.111893437203894
0.6711173683342766,6.98135071011472
-2.163036836087749,-5.958685949349221
-1.247132108788691,-4.735622666316193
-0.8018289402378498,-0.8402111554401188
-0.26358009469778443,4.077378957346273
1.7110557683580812,2.3119187181791756
-1.8019573070498416,-4.168250929335898
0.08540663048166941,3.6717295128410186
0.5544874131722546,0.7830493366080458
-2.721297523680014,-14.171103328857066
0.6452691114086302,-3.7671271530230603
-1.9768552578762508,-8.45806296922389
-2.609690442088323,-13.20003598832201
2.6933132235199997,3.6023911977198084
2.793792198447356,9.753185820262253
1.8503840886987666,1.0768271914182805
-1.1723173849597759,-2.2213720917720874
-2.413967315961697,-10.241289150365615
1.1053981590729416,5.9683272358176644
-0.3590850375623922,-1.527395859853531
-2.267770590931327,-6.688351065697271
-0.028938539332378888,1.976381091514711
-2.7936688733086896,-16.938217734524905
2.4559224124726926,6.226755905773903
-1.4473201103998985,-2.35817502141735
0.9751337061238918,1.7797304311468094
-1.1297335434635343,-1.008597406280725
0.12040812706686488,1.3989102105622693
0.2802616760596779,2.591194000061474
-1.8908732668468378,-4.4005593744760745
2.817507766587351,9.75752411650717
1.6507969401666873,1.170051128404384
2.6369936493851345,10.159655729230023
2.3689641025658927,1.1480593288929115
0.5873998728665111,2.362301421521551
2.531245410138701,6.713201070591932
-2.4690449876884832,-10.534055403118703
-1.8241028254851288,-6.46426334490933
-2.7286362665367716,-14.560345877043671
-1.048018015420414,-1.7820268866384752
-0.6679362618631082,-0.6269426813169862
-1.3719058093566245,-0.6389846524807596
1.972425054911576,4.862392663647578
-0.8594800398384645,-1.4564749043170238
-1.3143929418757154,-0.2357276389685532
0.25617649894949057,2.9514062535969208
-2.154454650151424,-6.3193809919701796
1.813181884524238,5.137248230535235
-2.552696137921375,-13.690247948524624
2.9213216196031038,5.913597127491132
1.633468615779945,5.11775031009514
-1.8077059107949656,-3.877225633736743
-2.9668672972583856,-17.368523572731746
1.8927685707290047,4.242043727694323
1.2411440630857022,5.758266879359309
1.3740430082459234,2.1457819481887475
1.6276220801156747,4.70985125928501
-2.555732089595458,-12.471430234601236
-0.8492056287343646,-0.4698124521240957
-2.3047856428492217,-7.182186134293881
2.178620555253561,6.223826738585223
0.7397887609653475,4.420335607438322
-1.0146118508841049,1.9521463143394309
-2.6186498982838584,-12.758910818951994
-1.1341060697060268,0.19618457259534483
-1.0489000678395177,-1.420233932020686
1.3776370700283849,3.980859755864275
0.8253448281312785,2.6014418697856074
2.3232764554579592,5.122860322422195
-0.16671044902830445,2.916624494543706
-2.28243452437019,-10.794806874135046
1.2794687233379705,7.4227079909756855
