epoch,step,train_loss,val_acc,val_loss
0,49,3.8674802780151367,,
0,99,3.011151075363159,,
0,115,,0.6713362336158752,2.701098918914795
1,149,2.525102138519287,,
1,199,2.122675657272339,,
1,231,,0.7068965435028076,2.0117831230163574
2,249,1.773958444595337,,
2,299,1.9792115688323975,,
2,347,,0.7316810488700867,1.793517827987671
3,349,1.332125186920166,,
3,399,1.6098577976226807,,
3,449,1.5538089275360107,,
3,463,,0.7219827771186829,1.7268896102905273
4,499,1.7099205255508423,,
4,549,1.4977210760116577,,
4,579,,0.732758641242981,1.6922045946121216
5,599,1.778725028038025,,
5,649,1.4864896535873413,,
5,695,,0.725215494632721,1.6867098808288574
6,699,1.2437918186187744,,
6,749,1.27034592628479,,
6,799,1.7709527015686035,,
6,811,,0.7306034564971924,1.6918001174926758
7,849,1.4194960594177246,,
7,899,1.7290550470352173,,
7,927,,0.7381465435028076,1.6863322257995605
8,949,1.3584864139556885,,
8,999,1.6036651134490967,,
8,1043,,0.7349137663841248,1.6822997331619263
9,1049,1.712925672531128,,
9,1099,1.5054550170898438,,
9,1149,1.7942572832107544,,
9,1159,,0.735991358757019,1.6949732303619385
10,1199,1.2772256135940552,,
10,1249,1.2779223918914795,,
10,1275,,0.7316810488700867,1.6932029724121094
11,1299,1.2213613986968994,,
11,1349,1.440894603729248,,
11,1391,,0.7306034564971924,1.7235623598098755
12,1399,1.3985540866851807,,
12,1449,1.3683385848999023,,
12,1499,1.5399718284606934,,
12,1507,,0.7295258641242981,1.7190804481506348
13,1549,1.3906155824661255,,
13,1599,1.3418142795562744,,
13,1623,,0.7349137663841248,1.716535210609436
14,1649,1.297576904296875,,
14,1699,1.2995738983154297,,
14,1739,,0.7381465435028076,1.7097805738449097
15,1749,1.145673155784607,,
15,1799,1.1657531261444092,,
15,1849,1.1387436389923096,,
15,1855,,0.7349137663841248,1.6987248659133911
16,1899,1.247012734413147,,
16,1949,1.2899110317230225,,
16,1971,,0.7413793206214905,1.6985422372817993
17,1999,1.328800916671753,,
17,2049,1.2983593940734863,,
17,2087,,0.7392241358757019,1.7014847993850708
18,2099,1.271988868713379,,
18,2149,1.452796220779419,,
18,2199,1.1497974395751953,,
18,2203,,0.7381465435028076,1.7196718454360962
19,2249,1.042206048965454,,
19,2299,1.1334398984909058,,
19,2319,,0.7306034564971924,1.7130546569824219
20,2349,1.1812834739685059,,
20,2399,1.5421175956726074,,
20,2435,,0.7349137663841248,1.7297353744506836
21,2449,1.239413857460022,,
21,2499,1.2209014892578125,,
21,2549,1.1658577919006348,,
21,2551,,0.7316810488700867,1.731425404548645
22,2599,1.0581934452056885,,
22,2649,1.1478314399719238,,
22,2667,,0.732758641242981,1.7248212099075317
23,2699,1.076313853263855,,
23,2749,1.374139428138733,,
23,2783,,0.7306034564971924,1.7284659147262573
