epoch,step,train_loss,val_acc,val_loss
0,49,4.194220066070557,,
0,57,,0.2330097109079361,4.3948493003845215
1,99,3.865809440612793,,
1,115,,0.5728155374526978,3.633279800415039
2,149,3.5951523780822754,,
2,173,,0.646170437335968,3.258518934249878
3,199,3.213783025741577,,
3,231,,0.6612729430198669,2.949821710586548
4,249,3.0296382904052734,,
4,289,,0.6839266419410706,2.6885197162628174
5,299,2.7186636924743652,,
5,347,,0.6968716382980347,2.4539597034454346
6,349,2.4695940017700195,,
6,399,2.276947498321533,,
6,405,,0.7152103781700134,2.252490758895874
7,449,2.176532030105591,,
7,463,,0.7324703335762024,2.0974884033203125
8,499,2.0776288509368896,,
8,521,,0.7443365454673767,1.9617321491241455
9,549,1.7506706714630127,,
9,579,,0.7454153299331665,1.8561855554580688
10,599,1.586870551109314,,
10,637,,0.7562028169631958,1.7793498039245605
11,649,1.510448694229126,,
11,695,,0.754045307636261,1.7261141538619995
12,699,1.3917906284332275,,
12,749,1.5794258117675781,,
12,753,,0.7475728392601013,1.6821236610412598
13,799,1.4965826272964478,,
13,811,,0.752966582775116,1.6593097448349
14,849,1.4031099081039429,,
14,869,,0.7497302889823914,1.6513543128967285
15,899,1.303458333015442,,
15,927,,0.7508090734481812,1.6489386558532715
16,949,1.2155441045761108,,
16,985,,0.7486515641212463,1.649094820022583
17,999,1.3482434749603271,,
17,1043,,0.7454153299331665,1.653029441833496
18,1049,1.215551495552063,,
18,1099,1.3078978061676025,,
18,1101,,0.7464940547943115,1.6585142612457275
19,1149,1.1997166872024536,,
19,1159,,0.7421790957450867,1.6669988632202148
20,1199,1.1825454235076904,,
20,1217,,0.7411003112792969,1.690840482711792
21,1249,1.2143778800964355,,
21,1275,,0.7432578206062317,1.6792558431625366
22,1299,1.239861249923706,,
22,1333,,0.7508090734481812,1.6905503273010254
23,1349,1.2245404720306396,,
23,1391,,0.7411003112792969,1.7180328369140625
24,1399,1.1127574443817139,,
24,1449,1.268536925315857,,
24,1449,,0.7475728392601013,1.7098315954208374
25,1499,1.3353796005249023,,
25,1507,,0.7411003112792969,1.7147296667099
