epoch,step,train_loss,val_acc,val_loss
0,49,4.174625873565674,,
0,57,,0.29665589332580566,4.369864463806152
1,99,3.7083282470703125,,
1,115,,0.5167205929756165,3.608769178390503
2,149,3.402860403060913,,
2,173,,0.6062567234039307,3.2206265926361084
3,199,3.1585028171539307,,
3,231,,0.6504854559898376,2.8937485218048096
4,249,2.7591288089752197,,
4,289,,0.6720604300498962,2.630347490310669
5,299,2.75201678276062,,
5,347,,0.6990291476249695,2.425891399383545
6,349,2.711466073989868,,
6,399,2.1773314476013184,,
6,405,,0.7108953595161438,2.2410035133361816
7,449,2.163593053817749,,
7,463,,0.7259978652000427,2.1055305004119873
8,499,1.8644957542419434,,
8,521,,0.7357065677642822,1.9756639003753662
9,549,2.0029096603393555,,
9,579,,0.736785352230072,1.8792756795883179
10,599,1.8730580806732178,,
10,637,,0.7400215864181519,1.811118483543396
11,649,1.7421398162841797,,
11,695,,0.7464940547943115,1.74818754196167
12,699,1.499620795249939,,
12,749,1.6544079780578613,,
12,753,,0.7443365454673767,1.7137283086776733
13,799,1.6556572914123535,,
13,811,,0.7464940547943115,1.673373818397522
14,849,1.4960683584213257,,
14,869,,0.7443365454673767,1.662947177886963
15,899,1.3152294158935547,,
15,927,,0.7443365454673767,1.6436444520950317
16,949,1.3723983764648438,,
16,985,,0.7475728392601013,1.631609320640564
17,999,1.191957712173462,,
17,1043,,0.7497302889823914,1.6252211332321167
18,1049,1.2209045886993408,,
18,1099,1.2743980884552002,,
18,1101,,0.7443365454673767,1.6241984367370605
19,1149,1.3636326789855957,,
19,1159,,0.754045307636261,1.6244077682495117
20,1199,1.2916831970214844,,
20,1217,,0.7443365454673767,1.6313995122909546
21,1249,1.1173547506332397,,
21,1275,,0.7443365454673767,1.6464319229125977
22,1299,1.3291831016540527,,
22,1333,,0.7454153299331665,1.6556499004364014
23,1349,1.2478439807891846,,
23,1391,,0.7400215864181519,1.6542788743972778
24,1399,1.1175612211227417,,
24,1449,1.2800824642181396,,
24,1449,,0.7411003112792969,1.6592985391616821
25,1499,1.2118374109268188,,
25,1507,,0.7464940547943115,1.6641350984573364
26,1549,1.242229700088501,,
26,1565,,0.7389428019523621,1.6605831384658813
27,1599,1.0391557216644287,,
27,1623,,0.7454153299331665,1.6701173782348633
28,1649,1.2191650867462158,,
28,1681,,0.7389428019523621,1.6623775959014893
29,1699,1.2635878324508667,,
29,1739,,0.7292340993881226,1.6818128824234009
30,1749,1.1502588987350464,,
30,1797,,0.7443365454673767,1.6761384010314941
31,1799,1.1992672681808472,,
31,1849,1.1452709436416626,,
31,1855,,0.7508090734481812,1.6737699508666992
32,1899,1.2494666576385498,,
32,1913,,0.7421790957450867,1.6810442209243774
33,1949,1.1036021709442139,,
33,1971,,0.7346278429031372,1.6931482553482056
34,1999,1.2781826257705688,,
34,2029,,0.7400215864181519,1.6920835971832275
